OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,Region,DeliveryDays,OrderStatus
200219,2025-11-10,5114,1028,2,266.43,0,North,4,Completed
200220,2024-04-27,5288,1002,2,75.44,0.15,North,4,Completed
200221,2025-11-29,5491,1006,2,193.9,0.1,South,3,Returned
200222,2024-01-26,5371,1037,4,142.88,0,South,3,Returned
200223,2025-10-29,5023,1038,2,204.63,0.15,North,7,Completed
200224,2024-01-08,5276,1069,1,166.95,0.05,West,4,Completed
200225,2024-07-29,5428,1014,3,35.88,0.2,East,4,Completed
200226,2025-12-03,5482,1010,2,84.88,0,South,1,Completed
200227,2025-07-25,5407,1033,4,151.36,0.15,South,3,Completed
200228,2024-11-19,5208,1056,3,338.81,0.05,North,4,Completed
200229,2025-12-18,5388,1006,2,198.51,0.05,East,4,Completed
200230,2024-10-15,5311,1012,2,231.21,0,East,3,Completed
200231,2024-05-19,5274,1029,4,190.91,0.1,South,4,Completed
200232,2024-01-12,5153,1048,2,288.62,0,South,4,Completed
200233,2024-03-28,5276,1071,3,124.6,0.15,West,3,Completed
200234,2024-05-25,5331,1066,1,161.33,0.1,East,2,Completed
200235,2025-07-16,5410,1007,2,148.88,0,South,2,Completed
200236,2024-12-04,5372,1063,3,216.41,0,South,1,Completed
200237,2025-05-12,5100,1041,3,47.36,0,West,4,Completed
200238,2025-03-14,5187,1041,1,48.13,0.1,East,4,Completed
200239,2024-05-17,5142,1047,1,200.38,0,North,5,Completed
200240,2024-04-21,5250,1071,3,132.98,0.1,South,2,Completed
200241,2024-09-26,5276,1026,3,69.51,0.1,West,5,Completed
200242,2025-08-18,5324,1004,4,143.87,0,East,3,Completed
200243,2025-04-28,5458,1070,1,239.57,0,South,4,Completed
200244,2024-05-17,5439,1038,2,213.8,0,North,4,Completed
200245,2025-06-10,5435,1022,1,38.57,0.05,South,6,Completed
200246,2025-01-02,5075,1062,4,175.9,0,West,2,Completed
200247,2025-06-14,5343,1027,2,109.01,0,South,1,Returned
200248,2024-04-15,5333,1042,2,17.47,0.1,South,3,Completed
200249,2025-01-20,5279,1023,2,209.12,0.05,South,4,Completed
200250,2025-06-12,5193,1029,4,203.41,0,West,6,Completed
200251,2024-05-22,5004,1065,1,63.68,0.05,South,2,Completed
200252,2025-09-08,5081,1047,1,209.83,0,North,4,Completed
200253,2025-05-05,5247,1062,1,170.28,0.1,West,1,Completed
200254,2024-05-17,5294,1021,1,108.36,0.05,West,3,Completed
200255,2025-02-19,5093,1067,2,230.29,0,North,4,Completed
200256,2024-08-09,5146,1011,10,33.24,0.15,South,5,Completed
200257,2025-08-19,5308,1019,1,102.11,0.05,North,4,Completed
200258,2025-09-02,5176,1059,1,127.87,0,North,2,Completed
200259,2025-12-01,5441,1065,1,65.32,0,South,4,Completed
200260,2025-05-30,5020,1069,1,182.24,0.05,East,4,Completed
200261,2025-06-18,5001,1056,5,329.75,0.05,South,7,Completed
200262,2024-12-24,5247,1049,3,24.72,0.1,West,2,Completed
200263,2025-05-03,5069,1033,6,155.1,0,East,4,Completed
200264,2024-01-06,5132,1025,4,190.15,0.05,East,1,Completed
200265,2025-12-05,5336,1027,2,108.61,0,South,4,Completed
200266,2025-03-09,5134,1069,3,171.05,0.2,North,2,Completed
200267,2025-05-09,5283,1072,2,82.26,0,South,4,Completed
200268,2024-05-21,5397,1051,3,244.35,0.1,East,4,Completed
200269,2024-08-07,5083,1013,4,129.93,0.1,West,4,Completed
200270,2025-02-02,5027,1021,1,109.68,0,North,,Cancelled
200271,2024-03-31,5475,1056,1,313.08,0,West,3,Completed
200272,2024-10-20,5206,1067,3,233.18,0.15,East,4,Completed
200273,2024-07-25,5225,1002,6,71.45,0.05,North,5,Completed
200274,2025-12-16,5262,1067,1,216.51,0,South,1,Completed
200275,2024-10-09,5081,1012,2,229.05,0,North,4,Completed
200276,2024-04-02,5378,1009,3,213.13,0.05,West,3,Completed
200277,2024-08-19,5418,1036,1,249.46,0.15,West,3,Completed
200278,2024-04-19,5209,1065,2,62.3,0,South,4,Completed
200279,2025-08-11,5132,1069,2,172.96,0,East,3,Completed
200280,2025-11-28,5174,1059,2,128.0,0,West,1,Completed
200281,2025-11-24,5325,1029,4,192.37,0,West,4,Completed
200282,2024-09-11,5359,1034,2,135.32,0.1,South,4,Completed
200283,2024-11-17,5092,1061,5,158.89,0,South,4,Completed
200284,2025-05-25,5466,1025,1,193.93,0,East,2,Completed
200285,2025-09-25,5428,1032,4,215.58,0,East,7,Completed
200286,2025-07-08,5253,1001,5,160.18,0,East,,Cancelled
200287,2025-05-17,5460,1036,4,243.86,0.05,East,5,Completed
200288,2025-06-22,5066,1007,2,157.66,0.05,West,3,Completed
200289,2025-04-13,5352,1023,3,205.36,0,West,,Cancelled
200290,2025-01-23,5007,1027,1,106.28,0.05,East,4,Completed
200291,2025-04-27,5122,1035,2,231.02,0,West,,Cancelled
200292,2025-01-08,5215,1048,1,293.6,0,South,4,Completed
200293,2024-10-03,5118,1013,2,123.08,0.15,North,5,Completed
200294,2025-04-29,5379,1020,1,63.47,0,South,5,Completed
200295,2024-11-19,5265,1069,1,174.83,0.05,South,3,Completed
200296,2024-03-02,5354,1021,1,108.96,0.1,North,5,Completed
200297,2025-01-03,5134,1047,6,189.38,0,North,2,Completed
200298,2025-08-13,5445,1026,3,68.56,0,West,3,Completed
200299,2025-05-14,5345,1066,2,170.35,0,East,3,Completed
200300,2024-06-20,5490,1019,6,106.8,0,West,3,Completed
200301,2024-03-22,5465,1010,1,87.22,0,South,3,Completed
200302,2024-10-04,5331,1051,4,253.85,0.15,East,4,Returned
200303,2024-06-20,5231,1053,1,210.29,0.1,East,7,Completed
200304,2024-08-03,5359,1011,1,36.39,0,South,4,Completed
200305,2025-06-20,5014,1051,1,235.17,0,East,4,Completed
200306,2024-11-12,5454,1050,3,73.34,0,North,4,Completed
200307,2024-02-05,5088,1004,5,152.48,0,East,8,Completed
200308,2025-07-15,5277,1035,8,223.64,0.05,East,4,Completed
200309,2025-06-20,5324,1056,2,332.0,0.15,East,2,Completed
200310,2024-11-11,5046,1057,1,64.72,0,North,5,Completed
200311,2024-12-18,5435,1018,2,321.34,0.05,South,5,Completed
200312,2025-03-16,5154,1002,3,74.82,0.1,South,2,Completed
200313,2025-03-23,5452,1072,1,76.32,0.1,North,3,Completed
200314,2025-03-08,5135,1011,2,35.21,0.1,East,4,Completed
200315,2025-10-26,5140,1037,4,143.77,0,East,2,Completed
200316,2025-10-14,5149,1015,2,236.54,0.1,West,3,Completed
200317,2025-07-01,5078,1007,10,150.04,0,West,3,Completed
200318,2024-04-02,5005,1030,2,134.47,0,West,5,Completed
200319,2025-12-14,5191,1060,1,129.32,0.1,East,1,Completed
200320,2024-03-14,5398,1051,1,238.16,0.15,South,3,Completed
200321,2024-09-11,5007,1016,10,62.31,0,East,2,Completed
200322,2025-06-17,5377,1013,1,135.63,0,West,7,Completed
200323,2025-07-16,5082,1006,1,196.13,0.05,East,6,Completed
200324,2024-04-25,5443,1028,2,267.8,0,West,4,Completed
200325,2024-01-10,5203,1032,2,233.38,0.05,West,,Cancelled
200326,2024-04-01,5080,1048,2,301.78,0.05,North,7,Completed
200327,2024-03-02,5389,1008,1,110.12,0.05,North,3,Completed
200328,2025-10-22,5163,1072,4,74.37,0,East,4,Completed
200329,2024-09-13,5184,1018,2,313.22,0,South,4,Returned
200330,2025-07-10,5098,1024,3,120.39,0,East,6,Completed
200331,2024-03-11,5284,1021,2,115.51,0.1,East,3,Completed
200332,2025-01-23,5398,1065,5,64.38,0.05,South,4,Completed
200333,2025-11-05,5165,1009,4,215.84,0,South,,Cancelled
200334,2024-06-06,5393,1071,1,120.8,0.05,South,4,Completed
200335,2024-05-12,5035,1006,1,195.95,0,South,1,Completed
200336,2025-11-04,5329,1050,3,72.58,0.05,East,2,Completed
200337,2024-01-14,5368,1010,1,94.09,0,North,2,Returned
200338,2025-01-04,5411,1008,6,114.01,0,West,4,Completed
200339,2025-06-25,5422,1035,1,246.57,0,West,7,Completed
200340,2024-08-24,5050,1013,1,123.94,0.05,East,4,Completed
200341,2025-07-25,5092,1072,1,76.01,0.05,South,3,Completed
200342,2024-04-16,5341,1055,1,265.26,0,South,2,Completed
200343,2024-12-26,5308,1057,2,72.21,0.2,North,3,Returned
200344,2024-11-27,5325,1056,2,344.1,0,West,6,Completed
200345,2025-04-08,5131,1047,2,214.27,0.1,South,4,Completed
200346,2024-11-05,5266,1018,10,314.05,0,East,5,Completed
200347,2025-07-20,5483,1036,2,234.25,0.05,North,3,Completed
200348,2024-09-28,5080,1018,2,334.49,0,North,2,Completed
200349,2024-03-20,5205,1028,4,268.84,0,East,4,Completed
200350,2025-09-01,5296,1013,1,126.12,0.1,South,5,Completed
200351,2024-12-22,5472,1043,2,90.1,0.15,South,5,Completed
200352,2025-10-11,5383,1002,2,69.99,0,West,4,Completed
200353,2025-05-29,5077,1042,1,17.81,0.05,North,8,Completed
200354,2024-04-02,5386,1065,1,62.43,0,West,2,Completed
200355,2025-07-15,5293,1007,1,163.14,0.05,West,2,Completed
200356,2025-07-26,5070,1062,2,182.79,0.05,South,8,Completed
200357,2024-09-05,5269,1032,4,240.26,0,North,2,Completed
200358,2025-03-09,5344,1053,1,210.12,0,East,5,Completed
200359,2025-09-23,5087,1045,4,111.22,0.05,North,6,Completed
200360,2025-12-02,5120,1026,4,62.9,0.15,East,1,Completed
200361,2024-10-21,5486,1019,3,104.61,0,West,1,Completed
200362,2024-08-04,5108,1069,2,172.94,0,East,4,Completed
200363,2025-01-20,5073,1003,3,249.56,0,West,3,Completed
200364,2024-02-24,5405,1035,8,238.08,0,West,4,Completed
200365,2024-04-20,5468,1047,5,194.84,0.05,North,3,Completed
200366,2024-11-19,5364,1013,3,123.12,0,West,7,Completed
200367,2024-02-10,5288,1003,2,257.0,0,North,2,Completed
200368,2024-12-29,5178,1046,1,70.67,0.2,East,5,Completed
200369,2025-01-31,5321,1033,4,154.25,0,South,3,Returned
200370,2025-02-06,5078,1044,1,147.04,0,West,4,Completed
200371,2025-03-03,5321,1030,1,145.03,0.2,South,3,Completed
200372,2024-07-30,5278,1017,2,72.88,0.05,West,2,Completed
200373,2024-05-18,5353,1068,6,205.22,0.1,South,4,Completed
200374,2024-03-10,5081,1041,8,45.76,0,North,6,Completed
200375,2024-11-22,5373,1004,2,151.83,0,West,7,Returned
200376,2024-06-04,5458,1036,1,255.4,0,South,4,Completed
200377,2025-09-02,5137,1030,3,141.12,0,South,3,Completed
200378,2025-12-30,5258,1061,1,149.78,0,East,2,Completed
200379,2025-02-22,5116,1005,1,80.31,0,West,5,Completed
200380,2024-03-08,5104,1027,8,111.29,0,South,4,Completed
200381,2024-09-09,5444,1059,4,140.21,0.05,South,4,Completed
200382,2025-06-21,5202,1069,3,164.65,0,West,3,Completed
200383,2024-09-08,5450,1006,2,205.51,0.1,West,4,Completed
200384,2024-07-13,5323,1007,2,164.22,0,South,3,Completed
200385,2025-09-19,5217,1038,3,212.74,0.15,North,4,Returned
200386,2024-04-25,5047,1065,2,65.91,0.15,North,3,Completed
200387,2024-01-26,5166,1058,3,198.84,0.1,East,3,Completed
200388,2025-12-09,5129,1042,3,17.25,0,South,2,Completed
200389,2025-10-11,5362,1058,2,214.44,0,West,4,Completed
200390,2025-01-22,5487,1021,1,112.47,0,West,6,Completed
200391,2024-06-15,5442,1020,1,59.07,0.1,North,3,Completed
200392,2024-10-22,5394,1058,1,198.87,0,West,4,Completed
200393,2025-04-14,5130,1002,2,75.39,0.1,South,3,Completed
200394,2025-04-09,5112,1061,1,145.37,0.05,South,4,Completed
200395,2024-07-31,5318,1072,1,72.82,0.05,East,5,Completed
200396,2024-12-05,5342,1039,1,175.39,0,South,4,Returned
200397,2024-06-30,5313,1072,3,72.81,0,East,,Cancelled
200398,2024-11-26,5394,1039,2,181.22,0,West,4,Completed
200399,2024-05-17,5150,1061,5,148.62,0,North,2,Completed
200400,2024-04-21,5108,1008,10,109.83,0.05,East,4,Completed
200401,2025-03-13,5310,1037,1,146.26,0.05,North,3,Completed
200402,2025-06-16,5067,1064,2,103.47,0.1,East,2,Completed
200403,2024-01-02,5149,1025,2,206.02,0.1,West,2,Completed
200404,2025-02-27,5316,1054,2,247.56,0.1,North,4,Completed
200405,2024-09-17,5354,1037,1,134.44,0.05,North,1,Completed
200406,2024-12-15,5352,1043,2,98.73,0.2,West,2,Completed
200407,2025-11-19,5427,1044,2,132.37,0,North,2,Completed
200408,2024-12-09,5236,1069,4,163.47,0.15,West,4,Completed
200409,2025-07-22,5290,1041,1,48.65,0.05,South,6,Completed
200410,2024-06-01,5182,1009,1,214.3,0.2,West,5,Completed
200411,2024-07-10,5293,1050,5,79.05,0.1,West,3,Completed
200412,2025-02-27,5017,1035,5,243.13,0,North,3,Completed
200413,2024-06-28,5269,1039,4,192.61,0.1,North,3,Completed
200414,2025-05-27,5013,1062,2,190.06,0,South,3,Completed
200415,2024-04-10,5168,1019,6,100.33,0.05,West,4,Completed
200416,2025-12-31,5236,1050,1,72.53,0,West,5,Completed
200417,2024-12-07,5447,1012,1,231.16,0.05,West,3,Completed
200418,2025-10-16,5296,1040,1,265.7,0,South,3,Returned
200419,2024-10-06,5226,1016,1,59.52,0,West,4,Completed
200420,2024-12-24,5106,1070,1,237.01,0.15,East,4,Completed
200421,2024-11-14,5088,1010,1,85.37,0,East,3,Completed
