CustomerID,CustomerName,CustomerSegment,Country,Region,SignupDate
5170,Customer 5170,Workshop,Germany,North,2022-04-11
5171,Customer 5171,Retail,Germany,North,2021-07-25
5172,Customer 5172,Retail,Germany,East,2021-04-05
5173,Customer 5173,Retail,Germany,West,2023-02-07
5174,Customer 5174,Retail,Germany,West,2022-01-04
5175,Customer 5175,Retail,Germany,South,2022-05-09
5176,Customer 5176,Retail,Germany,North,2023-08-03
5177,Customer 5177,Fleet,Germany,South,2023-08-11
5178,Customer 5178,Retail,Germany,East,2021-06-01
5179,Customer 5179,Workshop,Germany,East,2023-05-19
5180,Customer 5180,Fleet,Austria,North,2022-02-12
5181,Customer 5181,Retail,Germany,East,2022-05-01
5182,Customer 5182,Retail,Austria,West,2022-08-28
5183,Customer 5183,Retail,Austria,North,2022-07-17
5184,Customer 5184,Workshop,Switzerland,South,2023-10-15
5185,Customer 5185,Retail,Germany,East,2022-12-23
5186,Customer 5186,Retail,Switzerland,North,2021-10-08
5187,Customer 5187,Workshop,Germany,East,2022-09-25
5188,Customer 5188,Retail,Germany,West,2021-09-27
5189,Customer 5189,Retail,Austria,East,2021-12-26
5190,Customer 5190,Retail,Germany,South,2023-12-24
5191,Customer 5191,Fleet,Switzerland,East,2022-06-11
5192,Customer 5192,Workshop,Germany,North,2022-11-25
5193,Customer 5193,Workshop,Germany,West,2021-10-16
5194,Customer 5194,Retail,Germany,East,2023-01-20
5195,Customer 5195,Retail,Germany,East,2021-09-11
5196,Customer 5196,Workshop,Switzerland,North,2023-02-20
5197,Customer 5197,Retail,Germany,East,2022-04-24
5198,Customer 5198,Retail,Germany,West,2022-03-30
5199,Customer 5199,Retail,Germany,North,2022-09-11
5200,Customer 5200,Retail,Germany,North,2021-03-18
5201,Customer 5201,Workshop,Germany,West,2022-04-26
5202,Customer 5202,Workshop,Germany,West,2023-01-30
5203,Customer 5203,Workshop,Germany,West,2021-11-13
5204,Customer 5204,Fleet,Germany,East,2023-04-16
5205,Customer 5205,Retail,Switzerland,East,2022-03-21
5206,Customer 5206,Fleet,Germany,East,2021-07-23
5207,Customer 5207,Retail,Germany,North,2021-05-05
5208,Customer 5208,Retail,Germany,North,2023-07-21
5209,Customer 5209,Workshop,Germany,South,2021-04-14
5210,Customer 5210,Retail,Austria,South,2022-02-25
5211,Customer 5211,Workshop,Germany,South,2022-03-19
5212,Customer 5212,Retail,Switzerland,South,2021-01-06
5213,Customer 5213,Workshop,Germany,North,2022-05-29
5214,Customer 5214,Retail,Austria,South,2021-09-27
5215,Customer 5215,Retail,Germany,South,2022-10-26
5216,Customer 5216,Retail,Germany,West,2023-05-13
5217,Customer 5217,Workshop,Germany,North,2023-07-08
5218,Customer 5218,Retail,Switzerland,North,2023-07-15
5219,Customer 5219,Retail,Germany,North,2023-12-04
5220,Customer 5220,Fleet,Austria,West,2021-05-05
5221,Customer 5221,Retail,Switzerland,North,2021-08-10
5222,Customer 5222,Retail,Germany,South,2021-06-15
5223,Customer 5223,Retail,Germany,East,2022-07-18
5224,Customer 5224,Fleet,Germany,West,2023-02-20
5225,Customer 5225,Retail,Germany,North,2023-11-02
5226,Customer 5226,Retail,Austria,West,2022-03-17
5227,Customer 5227,Workshop,Germany,North,2022-11-26
5228,Customer 5228,Retail,Germany,East,2022-10-03
5229,Customer 5229,Workshop,Germany,North,2021-11-09
5230,Customer 5230,Retail,Germany,East,2021-06-24
5231,Customer 5231,Retail,Germany,East,2021-09-24
5232,Customer 5232,Retail,Austria,West,2021-09-08
5233,Customer 5233,Fleet,Germany,East,2021-04-16
5234,Customer 5234,Retail,Germany,West,2021-08-01
5235,Customer 5235,Workshop,Germany,East,2022-04-05
5236,Customer 5236,Workshop,Germany,West,2021-08-24
5237,Customer 5237,Retail,Germany,East,2021-02-23
5238,Customer 5238,Retail,Germany,East,2021-03-01
5239,Customer 5239,Retail,Germany,South,2022-11-27
5240,Customer 5240,Retail,Germany,North,2023-04-01
5241,Customer 5241,Workshop,Germany,West,2021-07-07
5242,Customer 5242,Retail,Germany,East,2023-07-19
5243,Customer 5243,Workshop,Germany,North,2021-06-23
5244,Customer 5244,Retail,Germany,West,2021-06-17
5245,Customer 5245,Retail,Germany,North,2023-06-25
5246,Customer 5246,Retail,Germany,West,2022-12-08
5247,Customer 5247,Workshop,Germany,West,2023-12-16
5248,Customer 5248,Retail,Germany,South,2021-04-23
5249,Customer 5249,Workshop,Germany,North,2021-10-09
5250,Customer 5250,Retail,Germany,South,2021-01-16
5251,Customer 5251,Retail,Germany,East,2023-02-18
5252,Customer 5252,Retail,Germany,West,2021-05-28
5253,Customer 5253,Retail,Germany,East,2021-02-08
5254,Customer 5254,Retail,Germany,West,2023-05-30
5255,Customer 5255,Retail,Germany,East,2022-08-16
5256,Customer 5256,Workshop,Germany,East,2021-12-18
5257,Customer 5257,Retail,Germany,West,2021-06-30
5258,Customer 5258,Retail,Germany,East,2023-04-01
5259,Customer 5259,Retail,Austria,North,2022-11-27
5260,Customer 5260,Retail,Germany,South,2023-11-12
5261,Customer 5261,Retail,Switzerland,South,2022-12-17
5262,Customer 5262,Retail,Germany,South,2022-04-29
5263,Customer 5263,Workshop,Germany,South,2021-11-10
5264,Customer 5264,Retail,Germany,West,2023-10-09
5265,Customer 5265,Workshop,Germany,South,2022-10-24
5266,Customer 5266,Retail,Germany,East,2023-06-20
5267,Customer 5267,Retail,Germany,North,2022-07-17
5268,Customer 5268,Retail,Germany,East,2022-09-28
5269,Customer 5269,Retail,Austria,North,2022-08-11
5270,Customer 5270,Retail,Germany,North,2023-11-05
5271,Customer 5271,Fleet,Germany,South,2023-07-11
5272,Customer 5272,Retail,Germany,North,2022-10-21
5273,Customer 5273,Retail,Austria,East,2023-07-12
5274,Customer 5274,Retail,Germany,South,2021-06-22
5275,Customer 5275,Fleet,Germany,South,2023-06-16
5276,Customer 5276,Retail,Germany,West,2023-01-16
5277,Customer 5277,Workshop,Germany,East,2022-11-24
5278,Customer 5278,Retail,Germany,West,2021-05-15
5279,Customer 5279,Retail,Austria,South,2022-08-05
5280,Customer 5280,Retail,Germany,East,2022-11-14
5281,Customer 5281,Fleet,Germany,West,2022-09-28
5282,Customer 5282,Retail,Switzerland,East,2021-09-22
5283,Customer 5283,Retail,Germany,South,2023-02-11
5284,Customer 5284,Retail,Germany,East,2023-12-15
5285,Customer 5285,Retail,Germany,South,2021-02-07
5286,Customer 5286,Fleet,Germany,South,2022-12-01
5287,Customer 5287,Retail,Germany,North,2021-10-09
5288,Customer 5288,Workshop,Austria,North,2023-11-06
5289,Customer 5289,Workshop,Germany,West,2022-11-21
5290,Customer 5290,Retail,Austria,South,2021-11-12
5291,Customer 5291,Retail,Germany,South,2023-06-16
5292,Customer 5292,Retail,Austria,West,2023-06-29
5293,Customer 5293,Retail,Germany,West,2022-04-25
5294,Customer 5294,Retail,Switzerland,West,2022-02-02
5295,Customer 5295,Workshop,Austria,West,2023-08-04
5296,Customer 5296,Workshop,Austria,South,2021-11-28
5297,Customer 5297,Retail,Germany,East,2022-05-28
5298,Customer 5298,Workshop,Germany,North,2021-07-30
5299,Customer 5299,Retail,Germany,West,2022-08-07
5300,Customer 5300,Retail,Germany,South,2023-11-18
5301,Customer 5301,Workshop,Switzerland,West,2023-07-13
5302,Customer 5302,Retail,Germany,West,2021-04-20
5303,Customer 5303,Retail,Germany,North,2021-06-17
5304,Customer 5304,Workshop,Germany,East,2022-11-18
5305,Customer 5305,Workshop,Germany,West,2023-08-26
5306,Customer 5306,Retail,Switzerland,North,2023-07-08
5307,Customer 5307,Retail,Germany,West,2022-06-09
5308,Customer 5308,Workshop,Germany,North,2021-08-16
5309,Customer 5309,Retail,Germany,West,2021-04-08
5310,Customer 5310,Retail,Switzerland,North,2021-05-09
5311,Customer 5311,Retail,Germany,East,2023-11-22
5312,Customer 5312,Retail,Germany,West,2023-05-30
5313,Customer 5313,Workshop,Germany,East,2022-01-19
5314,Customer 5314,Fleet,Germany,North,2021-05-19
5315,Customer 5315,Workshop,Germany,West,2023-03-11
5316,Customer 5316,Retail,Germany,North,2023-02-04
5317,Customer 5317,Retail,Germany,North,2022-12-08
5318,Customer 5318,Retail,Germany,East,2022-11-12
5319,Customer 5319,Workshop,Germany,West,2021-12-25
5320,Customer 5320,Workshop,Germany,West,2022-01-09
5321,Customer 5321,Retail,Germany,South,2021-03-17
5322,Customer 5322,Retail,Germany,West,2021-03-27
5323,Customer 5323,Retail,Austria,South,2023-08-28
5324,Customer 5324,Retail,Austria,East,2022-08-09
5325,Customer 5325,Retail,Germany,West,2022-07-14
5326,Customer 5326,Workshop,Germany,South,2023-06-20
5327,Customer 5327,Workshop,Germany,East,2023-10-14
5328,Customer 5328,Workshop,Germany,South,2021-06-19
5329,Customer 5329,Retail,Germany,East,2022-08-25
5330,Customer 5330,Retail,Germany,South,2022-09-20
5331,Customer 5331,Retail,Germany,East,2023-06-29
5332,Customer 5332,Retail,Switzerland,North,2023-06-10
5333,Customer 5333,Workshop,Germany,South,2021-06-03
5334,Customer 5334,Retail,Germany,West,2021-03-05
5335,Customer 5335,Retail,Germany,East,2021-03-13
5336,Customer 5336,Retail,Germany,South,2023-01-12
5337,Customer 5337,Fleet,Germany,North,2023-07-11
5338,Customer 5338,Retail,Germany,East,2021-10-09
5339,Customer 5339,Fleet,Germany,South,2022-05-27
5340,Customer 5340,Retail,Switzerland,North,2023-10-20
5341,Customer 5341,Workshop,Germany,South,2022-06-21
5342,Customer 5342,Workshop,Switzerland,South,2022-08-08
5343,Customer 5343,Retail,Germany,South,2021-09-09
5344,Customer 5344,Fleet,Austria,East,2023-07-01
5345,Customer 5345,Workshop,Germany,East,2022-12-13
5346,Customer 5346,Workshop,Germany,South,2022-09-07
5347,Customer 5347,Retail,Germany,South,2023-01-11
5348,Customer 5348,Retail,Germany,East,2021-10-12
5349,Customer 5349,Retail,Switzerland,South,2023-01-26
5350,Customer 5350,Retail,Germany,West,2021-06-26
5351,Customer 5351,Retail,Germany,North,2023-12-13
5352,Customer 5352,Fleet,Germany,West,2021-09-14
5353,Customer 5353,Workshop,Germany,South,2023-08-13
5354,Customer 5354,Retail,Switzerland,North,2021-09-22
5355,Customer 5355,Retail,Germany,South,2021-09-12
5356,Customer 5356,Fleet,Germany,East,2022-10-23
5357,Customer 5357,Retail,Germany,East,2021-06-11
5358,Customer 5358,Retail,Germany,North,2021-09-14
5359,Customer 5359,Retail,Germany,South,2023-10-27
5360,Customer 5360,Workshop,Germany,East,2021-12-17
5361,Customer 5361,Workshop,Germany,North,2021-03-26
5362,Customer 5362,Workshop,Austria,West,2022-06-27
5363,Customer 5363,Retail,Germany,East,2021-03-04
5364,Customer 5364,Retail,Austria,West,2022-09-11
5365,Customer 5365,Retail,Germany,South,2022-09-02
5366,Customer 5366,Retail,Germany,East,2023-06-20
5367,Customer 5367,Retail,Germany,East,2021-10-22
5368,Customer 5368,Retail,Germany,North,2023-03-28
5369,Customer 5369,Retail,Germany,West,2022-10-16
5370,Customer 5370,Retail,Germany,West,2022-05-23
5371,Customer 5371,Retail,Austria,South,2023-05-07
5372,Customer 5372,Fleet,Germany,South,2022-11-02
5373,Customer 5373,Retail,Germany,West,2021-11-23
5374,Customer 5374,Retail,Germany,West,2022-09-24
5375,Customer 5375,Retail,Germany,East,2023-11-02
5376,Customer 5376,Retail,Germany,West,2021-04-10
5377,Customer 5377,Retail,Austria,West,2022-08-09
5378,Customer 5378,Workshop,Germany,West,2021-10-02
5379,Customer 5379,Retail,Germany,South,2023-01-20
5380,Customer 5380,Retail,Germany,West,2023-01-13
5381,Customer 5381,Workshop,Germany,North,2022-07-27
5382,Customer 5382,Fleet,Germany,East,2021-09-21
5383,Customer 5383,Workshop,Germany,West,2023-01-19
5384,Customer 5384,Retail,Germany,East,2023-10-22
5385,Customer 5385,Retail,Germany,South,2023-08-29
5386,Customer 5386,Fleet,Germany,West,2022-11-03
5387,Customer 5387,Retail,Germany,West,2022-09-05
5388,Customer 5388,Retail,Germany,East,2022-09-06
5389,Customer 5389,Fleet,Germany,North,2021-08-13
5390,Customer 5390,Retail,Germany,South,2023-08-30
5391,Customer 5391,Retail,Germany,West,2021-04-16
5392,Customer 5392,Workshop,Germany,North,2021-10-30
5393,Customer 5393,Retail,Germany,South,2022-01-26
5394,Customer 5394,Workshop,Germany,West,2023-04-26
5395,Customer 5395,Workshop,Germany,East,2021-05-08
5396,Customer 5396,Retail,Germany,South,2023-09-07
5397,Customer 5397,Fleet,Germany,East,2023-07-31
5398,Customer 5398,Retail,Germany,South,2022-06-26
5399,Customer 5399,Retail,Germany,East,2022-07-26
5400,Customer 5400,Workshop,Germany,West,2022-08-15
5401,Customer 5401,Retail,Germany,East,2022-10-12
5402,Customer 5402,Retail,Germany,West,2022-08-13
5403,Customer 5403,Workshop,Switzerland,South,2023-03-20
5404,Customer 5404,Retail,Switzerland,North,2022-08-18
5405,Customer 5405,Fleet,Germany,West,2022-12-11
5406,Customer 5406,Retail,Germany,East,2022-03-15
5407,Customer 5407,Retail,Germany,South,2021-10-09
5408,Customer 5408,Retail,Switzerland,South,2022-05-12
5409,Customer 5409,Retail,Germany,West,2022-04-22
5410,Customer 5410,Workshop,Germany,South,2021-07-25
5411,Customer 5411,Workshop,Austria,West,2023-04-14
5412,Customer 5412,Workshop,Austria,East,2023-09-05
5413,Customer 5413,Retail,Germany,North,2022-10-20
5414,Customer 5414,Retail,Germany,North,2022-04-21
5415,Customer 5415,Retail,Austria,North,2021-12-25
5416,Customer 5416,Workshop,Germany,East,2023-03-25
5417,Customer 5417,Retail,Germany,North,2021-03-18
5418,Customer 5418,Retail,Switzerland,West,2022-11-18
5419,Customer 5419,Workshop,Germany,South,2021-10-02
5420,Customer 5420,Retail,Germany,East,2021-08-19
5421,Customer 5421,Retail,Germany,East,2022-01-17
5422,Customer 5422,Retail,Austria,West,2022-01-31
5423,Customer 5423,Retail,Germany,North,2023-05-26
5424,Customer 5424,Fleet,Germany,South,2022-01-14
5425,Customer 5425,Retail,Germany,East,2021-01-14
5426,Customer 5426,Retail,Germany,North,2022-11-07
5427,Customer 5427,Workshop,Germany,North,2022-06-20
5428,Customer 5428,Retail,Germany,East,2021-08-31
5429,Customer 5429,Retail,Switzerland,East,2021-08-29
5430,Customer 5430,Retail,Germany,South,2022-03-29
5431,Customer 5431,Workshop,Germany,West,2023-07-21
5432,Customer 5432,Workshop,Austria,South,2023-08-23
5433,Customer 5433,Workshop,Germany,North,2022-05-22
5434,Customer 5434,Retail,Germany,North,2023-12-13
5435,Customer 5435,Retail,Germany,South,2021-08-18
5436,Customer 5436,Retail,Austria,West,2021-11-03
5437,Customer 5437,Workshop,Germany,West,2021-08-27
5438,Customer 5438,Workshop,Germany,North,2021-07-06
5439,Customer 5439,Retail,Germany,North,2023-07-18
5440,Customer 5440,Workshop,Germany,North,2023-08-05
5441,Customer 5441,Retail,Germany,South,2023-03-22
5442,Customer 5442,Retail,Germany,North,2021-05-30
5443,Customer 5443,Fleet,Germany,West,2021-05-04
5444,Customer 5444,Retail,Germany,South,2021-03-06
5445,Customer 5445,Retail,Austria,West,2023-05-11
5446,Customer 5446,Retail,Germany,South,2023-02-13
5447,Customer 5447,Retail,Switzerland,West,2022-12-14
5448,Customer 5448,Retail,Switzerland,North,2023-12-20
5449,Customer 5449,Fleet,Germany,West,2021-02-16
5450,Customer 5450,Retail,Germany,West,2023-12-26
5451,Customer 5451,Retail,Germany,North,2022-12-10
5452,Customer 5452,Workshop,Germany,North,2021-03-07
5453,Customer 5453,Retail,Germany,North,2022-05-08
5454,Customer 5454,Retail,Germany,North,2023-07-04
5455,Customer 5455,Workshop,Germany,South,2022-05-17
5456,Customer 5456,Workshop,Austria,South,2022-03-21
5457,Customer 5457,Fleet,Germany,East,2023-10-29
5458,Customer 5458,Retail,Austria,South,2022-10-19
5459,Customer 5459,Retail,Germany,South,2023-04-27
5460,Customer 5460,Retail,Germany,East,2023-05-25
5461,Customer 5461,Workshop,Germany,West,2023-02-20
5462,Customer 5462,Retail,Germany,West,2023-04-17
5463,Customer 5463,Workshop,Germany,South,2022-05-09
5464,Customer 5464,Fleet,Germany,West,2023-08-07
5465,Customer 5465,Retail,Germany,South,2023-12-22
5466,Customer 5466,Retail,Switzerland,East,2022-11-08
5467,Customer 5467,Retail,Austria,North,2021-07-09
5468,Customer 5468,Retail,Germany,North,2022-07-04
5469,Customer 5469,Retail,Austria,South,2021-05-30
5470,Customer 5470,Retail,Switzerland,East,2023-09-09
5471,Customer 5471,Retail,Germany,North,2021-02-01
5472,Customer 5472,Fleet,Germany,South,2023-09-08
5473,Customer 5473,Fleet,Germany,East,2023-03-24
5474,Customer 5474,Retail,Germany,East,2023-02-19
5475,Customer 5475,Retail,Austria,West,2022-06-20
5476,Customer 5476,Workshop,Germany,East,2021-07-21
5477,Customer 5477,Retail,Germany,South,2022-02-21
5478,Customer 5478,Retail,Germany,West,2021-10-26
5479,Customer 5479,Retail,Germany,West,2022-08-28
5480,Customer 5480,Retail,Germany,East,2022-05-19
5481,Customer 5481,Workshop,Germany,West,2022-06-12
5482,Customer 5482,Retail,Austria,South,2023-08-02
5483,Customer 5483,Workshop,Germany,North,2021-10-14
5484,Customer 5484,Retail,Austria,North,2023-12-10
5485,Customer 5485,Retail,Austria,South,2021-01-14
5486,Customer 5486,Workshop,Germany,West,2021-05-20
5487,Customer 5487,Retail,Germany,West,2023-02-04
5488,Customer 5488,Retail,Germany,West,2023-09-27
5489,Customer 5489,Retail,Germany,East,2021-01-25
5490,Customer 5490,Retail,Germany,West,2021-02-05
5491,Customer 5491,Retail,Germany,South,2022-01-03
5492,Customer 5492,Retail,Germany,East,2022-05-09
5493,Customer 5493,Workshop,Germany,West,2022-07-02
5494,Customer 5494,Retail,Switzerland,South,2023-07-30
5495,Customer 5495,Workshop,Austria,North,2022-09-07
5496,Customer 5496,Retail,Germany,West,2021-07-11
5497,Customer 5497,Retail,Germany,North,2021-04-25
5498,Customer 5498,Workshop,Germany,East,2023-10-21
5499,Customer 5499,Workshop,Switzerland,South,2021-07-15
5500,Customer 5500,Fleet,Germany,West,2022-03-09
